iter	RMSE
1515	0.1640360037
1516	0.1640345389
1517	0.164032821
1518	0.1640316464
1519	0.1640300558
1520	0.1640289889
1521	0.1640274281
1522	0.164026234
1523	0.1640245888
1524	0.1640230381
1525	0.1640217631
1526	0.164020724
1527	0.1640193491
1528	0.1640180605
1529	0.1640176244
1530	0.164016896
1531	0.1640168251
1532	0.1640158667
1533	0.1640150912
1534	0.164013399
1535	0.1640124245
1536	0.1640111378
1537	0.1640096453
1538	0.1640082864
1539	0.1640068344
1540	0.1640053774
1541	0.1640042653
1542	0.1640027135
1543	0.164001734
1544	0.1640004339
1545	0.1639987945
1546	0.163997278
1547	0.1639956665
1548	0.1639946135
1549	0.1639933338
1550	0.1639922411
1551	0.1639909451
1552	0.1639895941
1553	0.1639885354
1554	0.1639870486
1555	0.16398625
1556	0.1639852341
1557	0.1639836535
1558	0.1639824217
1559	0.1639813324
1560	0.1639804899
1561	0.16397928
1562	0.1639779368
1563	0.1639765765
1564	0.1639752044
1565	0.1639741099
1566	0.1639732001
1567	0.1639716948
1568	0.163969843
1569	0.1639688959
1570	0.1639679073
1571	0.1639667462
1572	0.1639657343
1573	0.1639642547
1574	0.163963537
1575	0.1639629771
1576	0.163962382
1577	0.1639614275
1578	0.163959811
1579	0.1639591003
1580	0.1639576575
1581	0.1639575756
1582	0.1639565405
1583	0.1639552595
1584	0.1639543362
1585	0.1639528328
1586	0.1639513153
1587	0.1639505544
1588	0.1639494747
1589	0.1639481195
1590	0.1639474265
1591	0.1639462833
1592	0.1639449711
1593	0.163944075
1594	0.1639432986
1595	0.1639418526
1596	0.1639408806
1597	0.1639404159
1598	0.1639396884
1599	0.1639382134
1600	0.1639367956
1601	0.1639352622
1602	0.1639337624
1603	0.1639324601
1604	0.1639315918
1605	0.1639305691
1606	0.1639291243
1607	0.1639279696
1608	0.1639268647
1609	0.1639263681
1610	0.163924731
1611	0.1639236803
1612	0.1639222724
1613	0.1639210666
1614	0.1639202454
1615	0.1639187701
1616	0.163917431
1617	0.16391625
1618	0.1639151353
1619	0.1639141487
1620	0.1639133257
1621	0.1639122859
1622	0.1639110346
1623	0.1639098402
1624	0.1639089229
1625	0.1639081577
1626	0.1639067603
1627	0.1639057282
1628	0.1639043292
1629	0.1639030185
1630	0.1639020181
1631	0.1639010471
1632	0.1638998828
1633	0.1638992059
1634	0.1638977616
1635	0.1638964235
1636	0.1638953455
1637	0.1638943029
1638	0.1638933434
1639	0.1638920882
1640	0.1638911779
1641	0.1638898957
1642	0.1638897354
1643	0.1638883817
1644	0.1638877615
1645	0.1638860562
1646	0.1638851606
1647	0.163884001
1648	0.1638831171
1649	0.1638820484
1650	0.1638808865
1651	0.1638795189
1652	0.1638781936
1653	0.1638773515
1654	0.1638758614
1655	0.163874883
1656	0.1638739695
1657	0.1638727975
1658	0.1638714373
1659	0.1638699451
1660	0.1638687173
1661	0.1638678862
1662	0.1638665246
1663	0.163865541
1664	0.1638638088
1665	0.1638624918
1666	0.1638616913
1667	0.163860137
1668	0.1638591924
1669	0.1638577342
1670	0.1638572758
1671	0.1638564302
1672	0.1638563807
1673	0.1638557243
1674	0.1638543389
1675	0.1638529346
1676	0.1638516606
1677	0.1638503037
1678	0.163849587
1679	0.1638484053
1680	0.1638469962
1681	0.1638462805
1682	0.1638452237
1683	0.1638437923
1684	0.1638429824
1685	0.163842204
1686	0.1638411968
1687	0.1638401676
1688	0.1638396223
1689	0.1638384138
1690	0.1638372481
1691	0.1638358506
1692	0.1638345629
1693	0.1638331254
1694	0.1638318767
1695	0.1638307854
1696	0.1638300749
1697	0.1638290404
1698	0.1638283408
1699	0.1638271801
1700	0.1638260933
1701	0.1638247136
1702	0.1638234272
1703	0.1638220456
1704	0.1638204605
1705	0.1638192613
1706	0.1638178459
1707	0.1638166982
1708	0.163816001
1709	0.163814612
1710	0.1638133072
1711	0.1638122285
1712	0.1638117002
1713	0.1638103026
1714	0.1638091564
1715	0.1638082119
1716	0.1638073159
1717	0.1638062822
1718	0.1638055659
1719	0.1638042603
1720	0.1638027882
1721	0.1638020327
1722	0.1638006792
1723	0.1637995666
1724	0.1637985636
1725	0.1637978556
1726	0.1637969591
1727	0.1637957259
1728	0.1637946792
1729	0.1637934094
1730	0.1637921931
1731	0.1637907075
1732	0.1637895485
1733	0.1637886694
1734	0.1637875259
1735	0.1637864547
1736	0.1637855627
1737	0.1637846398
1738	0.163783911
1739	0.1637828964
1740	0.1637815401
1741	0.1637809101
1742	0.1637794198
1743	0.1637779466
1744	0.1637768963
1745	0.1637755201
1746	0.1637744891
1747	0.1637732894
1748	0.1637720801
1749	0.1637707367
1750	0.163769335
1751	0.1637682584
1752	0.1637667684
1753	0.1637666926
1754	0.1637654264
1755	0.1637642319
1756	0.1637631235
1757	0.1637620664
1758	0.1637606586
1759	0.1637595408
1760	0.1637581664
1761	0.163758121
1762	0.1637568689
1763	0.1637558776
1764	0.163754618
1765	0.1637532966
1766	0.1637525814
1767	0.1637511745
1768	0.1637497586
1769	0.1637490892
1770	0.1637481893
1771	0.1637472792
1772	0.1637463242
1773	0.1637451382
1774	0.1637440911
1775	0.1637427697
1776	0.1637420495
1777	0.1637406749
1778	0.1637399561
1779	0.1637389483
1780	0.1637378667
1781	0.1637371176
1782	0.1637359254
1783	0.1637345155
1784	0.1637335804
1785	0.1637329976
1786	0.1637321583
1787	0.1637313189
1788	0.1637304555
1789	0.1637295511
1790	0.1637283053
1791	0.1637271542
1792	0.1637265727
1793	0.1637260065
1794	0.1637254337
1795	0.1637249611
1796	0.1637235018
1797	0.1637225613
1798	0.1637218905
1799	0.163720458
1800	0.163719334
1801	0.1637184448
1802	0.1637170619
1803	0.163715804
1804	0.1637147746
1805	0.1637140363
1806	0.1637129118
1807	0.163712251
1808	0.1637112886
1809	0.16370994
1810	0.163708697
1811	0.1637075101
1812	0.1637062277
1813	0.1637055132
1814	0.1637046778
1815	0.1637034316
1816	0.1637025963
1817	0.1637012972
1818	0.1637001313
1819	0.1636987419
1820	0.1636980834
1821	0.1636973108
1822	0.1636959091
1823	0.1636943186
1824	0.1636941181
1825	0.1636931018
1826	0.1636917873
1827	0.1636908298
1828	0.1636898966
1829	0.1636891301
1830	0.163687756
1831	0.1636863395
1832	0.1636854848
1833	0.1636845289
1834	0.1636836719
1835	0.1636822627
1836	0.1636817305
1837	0.1636803238
1838	0.1636797164
1839	0.163678614
1840	0.1636785687
1841	0.16367742
1842	0.1636761019
1843	0.1636752079
1844	0.1636750449
1845	0.1636742189
1846	0.1636730511
1847	0.1636722557
1848	0.1636706699
1849	0.1636693961
1850	0.1636682229
1851	0.1636676477
1852	0.1636666167
1853	0.1636653605
1854	0.1636643893
1855	0.1636635677
1856	0.1636626809
1857	0.1636616361
1858	0.1636604053
1859	0.163659367
1860	0.1636583072
1861	0.1636570462
1862	0.1636562425
1863	0.1636554921
1864	0.1636544498
1865	0.1636531425
1866	0.1636523248
1867	0.1636506884
1868	0.1636494501
1869	0.1636483706
1870	0.1636474567
1871	0.1636467482
1872	0.163645421
1873	0.1636447264
1874	0.1636439719
1875	0.1636430968
1876	0.1636423267
1877	0.1636416125
1878	0.1636408825
1879	0.163639592
1880	0.1636386991
1881	0.1636375323
1882	0.1636369157
1883	0.1636362938
1884	0.1636348537
1885	0.1636335128
1886	0.1636330755
1887	0.1636315503
1888	0.1636309105
1889	0.1636296017
1890	0.1636284831
1891	0.1636276563
1892	0.16362631
1893	0.1636253389
1894	0.163624432
1895	0.163623404
1896	0.1636223669
1897	0.1636211873
1898	0.1636203019
1899	0.1636191096
1900	0.1636183114
1901	0.1636174639
1902	0.1636164486
1903	0.1636156436
1904	0.1636145191
1905	0.1636136828
1906	0.1636127252
1907	0.1636113079
1908	0.1636106856
1909	0.1636097243
1910	0.1636091924
1911	0.1636081299
1912	0.1636070375
1913	0.1636065758
1914	0.1636054982
1915	0.1636042352
1916	0.1636029785
1917	0.1636017344
1918	0.1636006634
1919	0.1635992962
1920	0.1635986748
1921	0.1635978298
1922	0.1635964437
1923	0.1635957071
1924	0.1635949524
1925	0.1635937782
1926	0.1635927292
1927	0.1635919311
1928	0.1635907336
1929	0.1635899175
1930	0.1635887115
1931	0.1635876642
1932	0.1635860557
1933	0.163585057
1934	0.163583848
1935	0.1635830667
1936	0.1635824459
1937	0.1635815477
1938	0.1635805288
1939	0.163579232
1940	0.1635779503
1941	0.1635765772
1942	0.1635759891
1943	0.1635747424
1944	0.1635736076
1945	0.1635722707
1946	0.1635714466
1947	0.1635708
1948	0.1635693806
1949	0.1635682979
1950	0.1635672851
1951	0.1635663541
1952	0.1635654871
1953	0.1635640531
1954	0.1635634861
1955	0.163562032
1956	0.1635607633
1957	0.1635599693
1958	0.1635588147
1959	0.1635573882
1960	0.1635568277
1961	0.1635563412
1962	0.1635557004
1963	0.1635547365
1964	0.1635534578
1965	0.1635522751
1966	0.1635511424
1967	0.1635502424
1968	0.163549247
1969	0.1635479003
1970	0.1635472592
1971	0.1635460915
1972	0.1635450079
1973	0.1635439436
1974	0.1635428645
1975	0.1635420455
1976	0.1635408759
1977	0.1635400862
1978	0.1635390795
1979	0.1635383952
1980	0.1635370172
1981	0.1635364909
1982	0.163535565
1983	0.1635349337
1984	0.1635341244
1985	0.163532985
1986	0.1635318879
1987	0.163530382
1988	0.1635292742
1989	0.1635291923
1990	0.1635282349
1991	0.1635269133
1992	0.1635256848
1993	0.1635246233
1994	0.1635237362
1995	0.1635228339
1996	0.1635217936
1997	0.1635206937
1998	0.1635197349
1999	0.1635192069
